student_key,student_slu_id,first_name,last_name,gender,date_of_birth,email,phone,country_of_origin,visa_status,work_authorization_flag,program_code,program_name,admission_year,admission_term,graduation_term,graduation_year,gpa,linkedin_url,current_city
249,SLU00249,First249,Last249,Male,1985-08-18,student249@slu.edu,+1-314-555-0249,Mexico,F1,1,IS,MS Information Systems,2023,Fall,Fall,2023,3.48,https://linkedin.com/in/student249,Phoenix
250,SLU00250,First250,Last250,Male,1985-08-17,student250@slu.edu,+1-314-555-0250,India,GreenCard,0,AI,MS Artificial Intelligence,2024,Spring,Spring,2024,3.49,https://linkedin.com/in/student250,St. Louis
251,SLU00251,First251,Last251,Male,1985-08-16,student251@slu.edu,+1-314-555-0251,USA,Citizen,1,ML,MS Machine Learning,2025,Summer,Summer,2025,3.50,https://linkedin.com/in/student251,Chicago
252,SLU00252,First252,Last252,Male,1985-08-15,student252@slu.edu,+1-314-555-0252,China,F1,0,CYS,MS Cyber Security,2020,Fall,Fall,2020,3.51,https://linkedin.com/in/student252,Dallas
253,SLU00253,First253,Last253,Male,1985-08-14,student253@slu.edu,+1-314-555-0253,Nigeria,GreenCard,1,BA,MS Business Analytics,2021,Spring,Spring,2021,3.52,https://linkedin.com/in/student253,New York
254,SLU00254,First254,Last254,Male,1985-08-13,student254@slu.edu,+1-314-555-0254,Brazil,Citizen,0,DA,MS Data Analytics,2022,Summer,Summer,2022,3.53,https://linkedin.com/in/student254,Seattle
255,SLU00255,First255,Last255,Male,1985-08-12,student255@slu.edu,+1-314-555-0255,Vietnam,F1,1,ST,MS Statistics,2023,Fall,Fall,2023,3.54,https://linkedin.com/in/student255,Austin
256,SLU00256,First256,Last256,Male,1985-08-11,student256@slu.edu,+1-314-555-0256,Iran,GreenCard,0,CS,MS Computer Science,2024,Spring,Spring,2024,3.55,https://linkedin.com/in/student256,Atlanta
257,SLU00257,First257,Last257,Male,1985-08-10,student257@slu.edu,+1-314-555-0257,Turkey,Citizen,1,IS,MS Information Systems,2025,Summer,Summer,2025,3.56,https://linkedin.com/in/student257,San Jose
258,SLU00258,First258,Last258,Male,1985-08-09,student258@slu.edu,+1-314-555-0258,Kenya,F1,0,AI,MS Artificial Intelligence,2020,Fall,Fall,2020,3.57,https://linkedin.com/in/student258,Boston
259,SLU00259,First259,Last259,Male,1985-08-08,student259@slu.edu,+1-314-555-0259,Mexico,GreenCard,1,ML,MS Machine Learning,2021,Spring,Spring,2021,3.58,https://linkedin.com/in/student259,Phoenix
260,SLU00260,First260,Last260,Male,1985-08-07,student260@slu.edu,+1-314-555-0260,India,Citizen,0,CYS,MS Cyber Security,2022,Summer,Summer,2022,3.59,https://linkedin.com/in/student260,St. Louis
261,SLU00261,First261,Last261,Male,1985-08-06,student261@slu.edu,+1-314-555-0261,USA,F1,1,BA,MS Business Analytics,2023,Fall,Fall,2023,3.60,https://linkedin.com/in/student261,Chicago
262,SLU00262,First262,Last262,Male,1985-08-05,student262@slu.edu,+1-314-555-0262,China,GreenCard,0,DA,MS Data Analytics,2024,Spring,Spring,2024,3.61,https://linkedin.com/in/student262,Dallas
263,SLU00263,First263,Last263,Male,1985-08-04,student263@slu.edu,+1-314-555-0263,Nigeria,Citizen,1,ST,MS Statistics,2025,Summer,Summer,2025,3.62,https://linkedin.com/in/student263,New York
264,SLU00264,First264,Last264,Male,1985-08-03,student264@slu.edu,+1-314-555-0264,Brazil,F1,0,CS,MS Computer Science,2020,Fall,Fall,2020,3.63,https://linkedin.com/in/student264,Seattle
265,SLU00265,First265,Last265,Male,1985-08-02,student265@slu.edu,+1-314-555-0265,Vietnam,GreenCard,1,IS,MS Information Systems,2021,Spring,Spring,2021,3.64,https://linkedin.com/in/student265,Austin
266,SLU00266,First266,Last266,Male,1985-08-01,student266@slu.edu,+1-314-555-0266,Iran,Citizen,0,AI,MS Artificial Intelligence,2022,Summer,Summer,2022,3.65,https://linkedin.com/in/student266,Atlanta
267,SLU00267,First267,Last267,Male,1985-07-31,student267@slu.edu,+1-314-555-0267,Turkey,F1,1,ML,MS Machine Learning,2023,Fall,Fall,2023,3.66,https://linkedin.com/in/student267,San Jose
268,SLU00268,First268,Last268,Male,1985-07-30,student268@slu.edu,+1-314-555-0268,Kenya,GreenCard,0,CYS,MS Cyber Security,2024,Spring,Spring,2024,3.67,https://linkedin.com/in/student268,Boston
269,SLU00269,First269,Last269,Male,1985-07-29,student269@slu.edu,+1-314-555-0269,Mexico,Citizen,1,BA,MS Business Analytics,2025,Summer,Summer,2025,3.68,https://linkedin.com/in/student269,Phoenix
270,SLU00270,First270,Last270,Male,1985-07-28,student270@slu.edu,+1-314-555-0270,India,F1,0,DA,MS Data Analytics,2020,Fall,Fall,2020,3.69,https://linkedin.com/in/student270,St. Louis
271,SLU00271,First271,Last271,Male,1985-07-27,student271@slu.edu,+1-314-555-0271,USA,GreenCard,1,ST,MS Statistics,2021,Spring,Spring,2021,3.70,https://linkedin.com/in/student271,Chicago
272,SLU00272,First272,Last272,Male,1985-07-26,student272@slu.edu,+1-314-555-0272,China,Citizen,0,CS,MS Computer Science,2022,Summer,Summer,2022,3.71,https://linkedin.com/in/student272,Dallas
273,SLU00273,First273,Last273,Male,1985-07-25,student273@slu.edu,+1-314-555-0273,Nigeria,F1,1,IS,MS Information Systems,2023,Fall,Fall,2023,3.72,https://linkedin.com/in/student273,New York
274,SLU00274,First274,Last274,Male,1985-07-24,student274@slu.edu,+1-314-555-0274,Brazil,GreenCard,0,AI,MS Artificial Intelligence,2024,Spring,Spring,2024,3.73,https://linkedin.com/in/student274,Seattle
275,SLU00275,First275,Last275,Male,1985-07-23,student275@slu.edu,+1-314-555-0275,Vietnam,Citizen,1,ML,MS Machine Learning,2025,Summer,Summer,2025,3.74,https://linkedin.com/in/student275,Austin
276,SLU00276,First276,Last276,Male,1985-07-22,student276@slu.edu,+1-314-555-0276,Iran,F1,0,CYS,MS Cyber Security,2020,Fall,Fall,2020,3.75,https://linkedin.com/in/student276,Atlanta
277,SLU00277,First277,Last277,Male,1985-07-21,student277@slu.edu,+1-314-555-0277,Turkey,GreenCard,1,BA,MS Business Analytics,2021,Spring,Spring,2021,3.76,https://linkedin.com/in/student277,San Jose
278,SLU00278,First278,Last278,Male,1985-07-20,student278@slu.edu,+1-314-555-0278,Kenya,Citizen,0,DA,MS Data Analytics,2022,Summer,Summer,2022,3.77,https://linkedin.com/in/student278,Boston
279,SLU00279,First279,Last279,Male,1985-07-19,student279@slu.edu,+1-314-555-0279,Mexico,F1,1,ST,MS Statistics,2023,Fall,Fall,2023,3.78,https://linkedin.com/in/student279,Phoenix
280,SLU00280,First280,Last280,Male,1985-07-18,student280@slu.edu,+1-314-555-0280,India,GreenCard,0,CS,MS Computer Science,2024,Spring,Spring,2024,3.79,https://linkedin.com/in/student280,St. Louis
281,SLU00281,First281,Last281,Male,1985-07-17,student281@slu.edu,+1-314-555-0281,USA,Citizen,1,IS,MS Information Systems,2025,Summer,Summer,2025,3.80,https://linkedin.com/in/student281,Chicago
282,SLU00282,First282,Last282,Male,1985-07-16,student282@slu.edu,+1-314-555-0282,China,F1,0,AI,MS Artificial Intelligence,2020,Fall,Fall,2020,3.81,https://linkedin.com/in/student282,Dallas
283,SLU00283,First283,Last283,Male,1985-07-15,student283@slu.edu,+1-314-555-0283,Nigeria,GreenCard,1,ML,MS Machine Learning,2021,Spring,Spring,2021,3.82,https://linkedin.com/in/student283,New York
284,SLU00284,First284,Last284,Male,1985-07-14,student284@slu.edu,+1-314-555-0284,Brazil,Citizen,0,CYS,MS Cyber Security,2022,Summer,Summer,2022,3.83,https://linkedin.com/in/student284,Seattle
285,SLU00285,First285,Last285,Male,1985-07-13,student285@slu.edu,+1-314-555-0285,Vietnam,F1,1,BA,MS Business Analytics,2023,Fall,Fall,2023,3.84,https://linkedin.com/in/student285,Austin
286,SLU00286,First286,Last286,Male,1985-07-12,student286@slu.edu,+1-314-555-0286,Iran,GreenCard,0,DA,MS Data Analytics,2024,Spring,Spring,2024,3.85,https://linkedin.com/in/student286,Atlanta
287,SLU00287,First287,Last287,Male,1985-07-11,student287@slu.edu,+1-314-555-0287,Turkey,Citizen,1,ST,MS Statistics,2025,Summer,Summer,2025,3.86,https://linkedin.com/in/student287,San Jose
288,SLU00288,First288,Last288,Male,1985-07-10,student288@slu.edu,+1-314-555-0288,Kenya,F1,0,CS,MS Computer Science,2020,Fall,Fall,2020,3.87,https://linkedin.com/in/student288,Boston
289,SLU00289,First289,Last289,Male,1985-07-09,student289@slu.edu,+1-314-555-0289,Mexico,GreenCard,1,IS,MS Information Systems,2021,Spring,Spring,2021,3.88,https://linkedin.com/in/student289,Phoenix
290,SLU00290,First290,Last290,Male,1985-07-08,student290@slu.edu,+1-314-555-0290,India,Citizen,0,AI,MS Artificial Intelligence,2022,Summer,Summer,2022,3.89,https://linkedin.com/in/student290,St. Louis
291,SLU00291,First291,Last291,Male,1985-07-07,student291@slu.edu,+1-314-555-0291,USA,F1,1,ML,MS Machine Learning,2023,Fall,Fall,2023,3.90,https://linkedin.com/in/student291,Chicago
292,SLU00292,First292,Last292,Male,1985-07-06,student292@slu.edu,+1-314-555-0292,China,GreenCard,0,CYS,MS Cyber Security,2024,Spring,Spring,2024,3.91,https://linkedin.com/in/student292,Dallas
293,SLU00293,First293,Last293,Male,1985-07-05,student293@slu.edu,+1-314-555-0293,Nigeria,Citizen,1,BA,MS Business Analytics,2025,Summer,Summer,2025,3.92,https://linkedin.com/in/student293,New York
294,SLU00294,First294,Last294,Male,1985-07-04,student294@slu.edu,+1-314-555-0294,Brazil,F1,0,DA,MS Data Analytics,2020,Fall,Fall,2020,3.93,https://linkedin.com/in/student294,Seattle
295,SLU00295,First295,Last295,Male,1985-07-03,student295@slu.edu,+1-314-555-0295,Vietnam,GreenCard,1,ST,MS Statistics,2021,Spring,Spring,2021,3.94,https://linkedin.com/in/student295,Austin
296,SLU00296,First296,Last296,Male,1985-07-02,student296@slu.edu,+1-314-555-0296,Iran,Citizen,0,CS,MS Computer Science,2022,Summer,Summer,2022,3.95,https://linkedin.com/in/student296,Atlanta
297,SLU00297,First297,Last297,Male,1985-07-01,student297@slu.edu,+1-314-555-0297,Turkey,F1,1,IS,MS Information Systems,2023,Fall,Fall,2023,3.96,https://linkedin.com/in/student297,San Jose
298,SLU00298,First298,Last298,Male,1985-06-30,student298@slu.edu,+1-314-555-0298,Kenya,GreenCard,0,AI,MS Artificial Intelligence,2024,Spring,Spring,2024,3.97,https://linkedin.com/in/student298,Boston
299,SLU00299,First299,Last299,Male,1985-06-29,student299@slu.edu,+1-314-555-0299,Mexico,Citizen,1,ML,MS Machine Learning,2025,Summer,Summer,2025,3.98,https://linkedin.com/in/student299,Phoenix
300,SLU00300,First300,Last300,Male,1985-06-28,student300@slu.edu,+1-314-555-0300,India,F1,0,CYS,MS Cyber Security,2020,Fall,Fall,2020,3.99,https://linkedin.com/in/student300,St. Louis
301,SLU00301,First301,Last301,Male,1985-06-27,student301@slu.edu,+1-314-555-0301,USA,GreenCard,1,BA,MS Business Analytics,2021,Spring,Spring,2021,4.00,https://linkedin.com/in/student301,Chicago
302,SLU00302,First302,Last302,Male,1985-06-26,student302@slu.edu,+1-314-555-0302,China,Citizen,0,DA,MS Data Analytics,2022,Summer,Summer,2022,2.50,https://linkedin.com/in/student302,Dallas
303,SLU00303,First303,Last303,Male,1985-06-25,student303@slu.edu,+1-314-555-0303,Nigeria,F1,1,ST,MS Statistics,2023,Fall,Fall,2023,2.51,https://linkedin.com/in/student303,New York
304,SLU00304,First304,Last304,Male,1985-06-24,student304@slu.edu,+1-314-555-0304,Brazil,GreenCard,0,CS,MS Computer Science,2024,Spring,Spring,2024,2.52,https://linkedin.com/in/student304,Seattle
305,SLU00305,First305,Last305,Male,1985-06-23,student305@slu.edu,+1-314-555-0305,Vietnam,Citizen,1,IS,MS Information Systems,2025,Summer,Summer,2025,2.53,https://linkedin.com/in/student305,Austin
306,SLU00306,First306,Last306,Male,1985-06-22,student306@slu.edu,+1-314-555-0306,Iran,F1,0,AI,MS Artificial Intelligence,2020,Fall,Fall,2020,2.54,https://linkedin.com/in/student306,Atlanta
307,SLU00307,First307,Last307,Male,1985-06-21,student307@slu.edu,+1-314-555-0307,Turkey,GreenCard,1,ML,MS Machine Learning,2021,Spring,Spring,2021,2.55,https://linkedin.com/in/student307,San Jose
308,SLU00308,First308,Last308,Male,1985-06-20,student308@slu.edu,+1-314-555-0308,Kenya,Citizen,0,CYS,MS Cyber Security,2022,Summer,Summer,2022,2.56,https://linkedin.com/in/student308,Boston
309,SLU00309,First309,Last309,Male,1985-06-19,student309@slu.edu,+1-314-555-0309,Mexico,F1,1,BA,MS Business Analytics,2023,Fall,Fall,2023,2.57,https://linkedin.com/in/student309,Phoenix
310,SLU00310,First310,Last310,Male,1985-06-18,student310@slu.edu,+1-314-555-0310,India,GreenCard,0,DA,MS Data Analytics,2024,Spring,Spring,2024,2.58,https://linkedin.com/in/student310,St. Louis
311,SLU00311,First311,Last311,Male,1985-06-17,student311@slu.edu,+1-314-555-0311,USA,Citizen,1,ST,MS Statistics,2025,Summer,Summer,2025,2.59,https://linkedin.com/in/student311,Chicago
312,SLU00312,First312,Last312,Male,1985-06-16,student312@slu.edu,+1-314-555-0312,China,F1,0,CS,MS Computer Science,2020,Fall,Fall,2020,2.60,https://linkedin.com/in/student312,Dallas
313,SLU00313,First313,Last313,Male,1985-06-15,student313@slu.edu,+1-314-555-0313,Nigeria,GreenCard,1,IS,MS Information Systems,2021,Spring,Spring,2021,2.61,https://linkedin.com/in/student313,New York
314,SLU00314,First314,Last314,Male,1985-06-14,student314@slu.edu,+1-314-555-0314,Brazil,Citizen,0,AI,MS Artificial Intelligence,2022,Summer,Summer,2022,2.62,https://linkedin.com/in/student314,Seattle
315,SLU00315,First315,Last315,Male,1985-06-13,student315@slu.edu,+1-314-555-0315,Vietnam,F1,1,ML,MS Machine Learning,2023,Fall,Fall,2023,2.63,https://linkedin.com/in/student315,Austin
316,SLU00316,First316,Last316,Male,1985-06-12,student316@slu.edu,+1-314-555-0316,Iran,GreenCard,0,CYS,MS Cyber Security,2024,Spring,Spring,2024,2.64,https://linkedin.com/in/student316,Atlanta
317,SLU00317,First317,Last317,Male,1985-06-11,student317@slu.edu,+1-314-555-0317,Turkey,Citizen,1,BA,MS Business Analytics,2025,Summer,Summer,2025,2.65,https://linkedin.com/in/student317,San Jose
318,SLU00318,First318,Last318,Male,1985-06-10,student318@slu.edu,+1-314-555-0318,Kenya,F1,0,DA,MS Data Analytics,2020,Fall,Fall,2020,2.66,https://linkedin.com/in/student318,Boston
319,SLU00319,First319,Last319,Male,1985-06-09,student319@slu.edu,+1-314-555-0319,Mexico,GreenCard,1,ST,MS Statistics,2021,Spring,Spring,2021,2.67,https://linkedin.com/in/student319,Phoenix
320,SLU00320,First320,Last320,Male,1985-06-08,student320@slu.edu,+1-314-555-0320,India,Citizen,0,CS,MS Computer Science,2022,Summer,Summer,2022,2.68,https://linkedin.com/in/student320,St. Louis
321,SLU00321,First321,Last321,Male,1985-06-07,student321@slu.edu,+1-314-555-0321,USA,F1,1,IS,MS Information Systems,2023,Fall,Fall,2023,2.69,https://linkedin.com/in/student321,Chicago
322,SLU00322,First322,Last322,Male,1985-06-06,student322@slu.edu,+1-314-555-0322,China,GreenCard,0,AI,MS Artificial Intelligence,2024,Spring,Spring,2024,2.70,https://linkedin.com/in/student322,Dallas
323,SLU00323,First323,Last323,Male,1985-06-05,student323@slu.edu,+1-314-555-0323,Nigeria,Citizen,1,ML,MS Machine Learning,2025,Summer,Summer,2025,2.71,https://linkedin.com/in/student323,New York
324,SLU00324,First324,Last324,Male,1985-06-04,student324@slu.edu,+1-314-555-0324,Brazil,F1,0,CYS,MS Cyber Security,2020,Fall,Fall,2020,2.72,https://linkedin.com/in/student324,Seattle
325,SLU00325,First325,Last325,Male,1985-06-03,student325@slu.edu,+1-314-555-0325,Vietnam,GreenCard,1,BA,MS Business Analytics,2021,Spring,Spring,2021,2.73,https://linkedin.com/in/student325,Austin
326,SLU00326,First326,Last326,Male,1985-06-02,student326@slu.edu,+1-314-555-0326,Iran,Citizen,0,DA,MS Data Analytics,2022,Summer,Summer,2022,2.74,https://linkedin.com/in/student326,Atlanta
327,SLU00327,First327,Last327,Male,1985-06-01,student327@slu.edu,+1-314-555-0327,Turkey,F1,1,ST,MS Statistics,2023,Fall,Fall,2023,2.75,https://linkedin.com/in/student327,San Jose
328,SLU00328,First328,Last328,Male,1985-05-31,student328@slu.edu,+1-314-555-0328,Kenya,GreenCard,0,CS,MS Computer Science,2024,Spring,Spring,2024,2.76,https://linkedin.com/in/student328,Boston
329,SLU00329,First329,Last329,Male,1985-05-30,student329@slu.edu,+1-314-555-0329,Mexico,Citizen,1,IS,MS Information Systems,2025,Summer,Summer,2025,2.77,https://linkedin.com/in/student329,Phoenix
330,SLU00330,First330,Last330,Male,1985-05-29,student330@slu.edu,+1-314-555-0330,India,F1,0,AI,MS Artificial Intelligence,2020,Fall,Fall,2020,2.78,https://linkedin.com/in/student330,St. Louis
331,SLU00331,First331,Last331,Male,1985-05-28,student331@slu.edu,+1-314-555-0331,USA,GreenCard,1,ML,MS Machine Learning,2021,Spring,Spring,2021,2.79,https://linkedin.com/in/student331,Chicago
332,SLU00332,First332,Last332,Male,1985-05-27,student332@slu.edu,+1-314-555-0332,China,Citizen,0,CYS,MS Cyber Security,2022,Summer,Summer,2022,2.80,https://linkedin.com/in/student332,Dallas
333,SLU00333,First333,Last333,Male,1985-05-26,student333@slu.edu,+1-314-555-0333,Nigeria,F1,1,BA,MS Business Analytics,2023,Fall,Fall,2023,2.81,https://linkedin.com/in/student333,New York
334,SLU00334,First334,Last334,Male,1985-05-25,student334@slu.edu,+1-314-555-0334,Brazil,GreenCard,0,DA,MS Data Analytics,2024,Spring,Spring,2024,2.82,https://linkedin.com/in/student334,Seattle
335,SLU00335,First335,Last335,Male,1985-05-24,student335@slu.edu,+1-314-555-0335,Vietnam,Citizen,1,ST,MS Statistics,2025,Summer,Summer,2025,2.83,https://linkedin.com/in/student335,Austin
336,SLU00336,First336,Last336,Male,1985-05-23,student336@slu.edu,+1-314-555-0336,Iran,F1,0,CS,MS Computer Science,2020,Fall,Fall,2020,2.84,https://linkedin.com/in/student336,Atlanta
337,SLU00337,First337,Last337,Male,1985-05-22,student337@slu.edu,+1-314-555-0337,Turkey,GreenCard,1,IS,MS Information Systems,2021,Spring,Spring,2021,2.85,https://linkedin.com/in/student337,San Jose
338,SLU00338,First338,Last338,Male,1985-05-21,student338@slu.edu,+1-314-555-0338,Kenya,Citizen,0,AI,MS Artificial Intelligence,2022,Summer,Summer,2022,2.86,https://linkedin.com/in/student338,Boston
339,SLU00339,First339,Last339,Male,1985-05-20,student339@slu.edu,+1-314-555-0339,Mexico,F1,1,ML,MS Machine Learning,2023,Fall,Fall,2023,2.87,https://linkedin.com/in/student339,Phoenix
340,SLU00340,First340,Last340,Male,1985-05-19,student340@slu.edu,+1-314-555-0340,India,GreenCard,0,CYS,MS Cyber Security,2024,Spring,Spring,2024,2.88,https://linkedin.com/in/student340,St. Louis
341,SLU00341,First341,Last341,Male,1985-05-18,student341@slu.edu,+1-314-555-0341,USA,Citizen,1,BA,MS Business Analytics,2025,Summer,Summer,2025,2.89,https://linkedin.com/in/student341,Chicago
342,SLU00342,First342,Last342,Male,1985-05-17,student342@slu.edu,+1-314-555-0342,China,F1,0,DA,MS Data Analytics,2020,Fall,Fall,2020,2.90,https://linkedin.com/in/student342,Dallas
343,SLU00343,First343,Last343,Male,1985-05-16,student343@slu.edu,+1-314-555-0343,Nigeria,GreenCard,1,ST,MS Statistics,2021,Spring,Spring,2021,2.91,https://linkedin.com/in/student343,New York
344,SLU00344,First344,Last344,Male,1985-05-15,student344@slu.edu,+1-314-555-0344,Brazil,Citizen,0,CS,MS Computer Science,2022,Summer,Summer,2022,2.92,https://linkedin.com/in/student344,Seattle
345,SLU00345,First345,Last345,Male,1985-05-14,student345@slu.edu,+1-314-555-0345,Vietnam,F1,1,IS,MS Information Systems,2023,Fall,Fall,2023,2.93,https://linkedin.com/in/student345,Austin
346,SLU00346,First346,Last346,Male,1985-05-13,student346@slu.edu,+1-314-555-0346,Iran,GreenCard,0,AI,MS Artificial Intelligence,2024,Spring,Spring,2024,2.94,https://linkedin.com/in/student346,Atlanta
347,SLU00347,First347,Last347,Male,1985-05-12,student347@slu.edu,+1-314-555-0347,Turkey,Citizen,1,ML,MS Machine Learning,2025,Summer,Summer,2025,2.95,https://linkedin.com/in/student347,San Jose
348,SLU00348,First348,Last348,Male,1985-05-11,student348@slu.edu,+1-314-555-0348,Kenya,F1,0,CYS,MS Cyber Security,2020,Fall,Fall,2020,2.96,https://linkedin.com/in/student348,Boston
349,SLU00349,First349,Last349,Male,1985-05-10,student349@slu.edu,+1-314-555-0349,Mexico,GreenCard,1,BA,MS Business Analytics,2021,Spring,Spring,2021,2.97,https://linkedin.com/in/student349,Phoenix
350,SLU00350,First350,Last350,Male,1985-05-09,student350@slu.edu,+1-314-555-0350,India,Citizen,0,DA,MS Data Analytics,2022,Summer,Summer,2022,2.98,https://linkedin.com/in/student350,St. Louis
351,SLU00351,First351,Last351,Male,1985-05-08,student351@slu.edu,+1-314-555-0351,USA,F1,1,ST,MS Statistics,2023,Fall,Fall,2023,2.99,https://linkedin.com/in/student351,Chicago
352,SLU00352,First352,Last352,Male,1985-05-07,student352@slu.edu,+1-314-555-0352,China,GreenCard,0,CS,MS Computer Science,2024,Spring,Spring,2024,3.00,https://linkedin.com/in/student352,Dallas
353,SLU00353,First353,Last353,Male,1985-05-06,student353@slu.edu,+1-314-555-0353,Nigeria,Citizen,1,IS,MS Information Systems,2025,Summer,Summer,2025,3.01,https://linkedin.com/in/student353,New York
354,SLU00354,First354,Last354,Male,1985-05-05,student354@slu.edu,+1-314-555-0354,Brazil,F1,0,AI,MS Artificial Intelligence,2020,Fall,Fall,2020,3.02,https://linkedin.com/in/student354,Seattle
355,SLU00355,First355,Last355,Male,1985-05-04,student355@slu.edu,+1-314-555-0355,Vietnam,GreenCard,1,ML,MS Machine Learning,2021,Spring,Spring,2021,3.03,https://linkedin.com/in/student355,Austin
356,SLU00356,First356,Last356,Male,1985-05-03,student356@slu.edu,+1-314-555-0356,Iran,Citizen,0,CYS,MS Cyber Security,2022,Summer,Summer,2022,3.04,https://linkedin.com/in/student356,Atlanta
357,SLU00357,First357,Last357,Male,1985-05-02,student357@slu.edu,+1-314-555-0357,Turkey,F1,1,BA,MS Business Analytics,2023,Fall,Fall,2023,3.05,https://linkedin.com/in/student357,San Jose
358,SLU00358,First358,Last358,Male,1985-05-01,student358@slu.edu,+1-314-555-0358,Kenya,GreenCard,0,DA,MS Data Analytics,2024,Spring,Spring,2024,3.06,https://linkedin.com/in/student358,Boston
359,SLU00359,First359,Last359,Male,1985-04-30,student359@slu.edu,+1-314-555-0359,Mexico,Citizen,1,ST,MS Statistics,2025,Summer,Summer,2025,3.07,https://linkedin.com/in/student359,Phoenix
360,SLU00360,First360,Last360,Male,1985-04-29,student360@slu.edu,+1-314-555-0360,India,F1,0,CS,MS Computer Science,2020,Fall,Fall,2020,3.08,https://linkedin.com/in/student360,St. Louis
361,SLU00361,First361,Last361,Male,1985-04-28,student361@slu.edu,+1-314-555-0361,USA,GreenCard,1,IS,MS Information Systems,2021,Spring,Spring,2021,3.09,https://linkedin.com/in/student361,Chicago
362,SLU00362,First362,Last362,Male,1985-04-27,student362@slu.edu,+1-314-555-0362,China,Citizen,0,AI,MS Artificial Intelligence,2022,Summer,Summer,2022,3.10,https://linkedin.com/in/student362,Dallas
363,SLU00363,First363,Last363,Male,1985-04-26,student363@slu.edu,+1-314-555-0363,Nigeria,F1,1,ML,MS Machine Learning,2023,Fall,Fall,2023,3.11,https://linkedin.com/in/student363,New York
364,SLU00364,First364,Last364,Male,1985-04-25,student364@slu.edu,+1-314-555-0364,Brazil,GreenCard,0,CYS,MS Cyber Security,2024,Spring,Spring,2024,3.12,https://linkedin.com/in/student364,Seattle
365,SLU00365,First365,Last365,Male,1985-04-24,student365@slu.edu,+1-314-555-0365,Vietnam,Citizen,1,BA,MS Business Analytics,2025,Summer,Summer,2025,3.13,https://linkedin.com/in/student365,Austin
366,SLU00366,First366,Last366,Male,1985-04-23,student366@slu.edu,+1-314-555-0366,Iran,F1,0,DA,MS Data Analytics,2020,Fall,Fall,2020,3.14,https://linkedin.com/in/student366,Atlanta
367,SLU00367,First367,Last367,Male,1985-04-22,student367@slu.edu,+1-314-555-0367,Turkey,GreenCard,1,ST,MS Statistics,2021,Spring,Spring,2021,3.15,https://linkedin.com/in/student367,San Jose
368,SLU00368,First368,Last368,Male,1985-04-21,student368@slu.edu,+1-314-555-0368,Kenya,Citizen,0,CS,MS Computer Science,2022,Summer,Summer,2022,3.16,https://linkedin.com/in/student368,Boston
369,SLU00369,First369,Last369,Male,1985-04-20,student369@slu.edu,+1-314-555-0369,Mexico,F1,1,IS,MS Information Systems,2023,Fall,Fall,2023,3.17,https://linkedin.com/in/student369,Phoenix
370,SLU00370,First370,Last370,Male,1985-04-19,student370@slu.edu,+1-314-555-0370,India,GreenCard,0,AI,MS Artificial Intelligence,2024,Spring,Spring,2024,3.18,https://linkedin.com/in/student370,St. Louis
371,SLU00371,First371,Last371,Male,1985-04-18,student371@slu.edu,+1-314-555-0371,USA,Citizen,1,ML,MS Machine Learning,2025,Summer,Summer,2025,3.19,https://linkedin.com/in/student371,Chicago
372,SLU00372,First372,Last372,Male,1985-04-17,student372@slu.edu,+1-314-555-0372,China,F1,0,CYS,MS Cyber Security,2020,Fall,Fall,2020,3.20,https://linkedin.com/in/student372,Dallas
373,SLU00373,First373,Last373,Male,1985-04-16,student373@slu.edu,+1-314-555-0373,Nigeria,GreenCard,1,BA,MS Business Analytics,2021,Spring,Spring,2021,3.21,https://linkedin.com/in/student373,New York
374,SLU00374,First374,Last374,Male,1985-04-15,student374@slu.edu,+1-314-555-0374,Brazil,Citizen,0,DA,MS Data Analytics,2022,Summer,Summer,2022,3.22,https://linkedin.com/in/student374,Seattle
375,SLU00375,First375,Last375,Male,1985-04-14,student375@slu.edu,+1-314-555-0375,Vietnam,F1,1,ST,MS Statistics,2023,Fall,Fall,2023,3.23,https://linkedin.com/in/student375,Austin
376,SLU00376,First376,Last376,Male,1985-04-13,student376@slu.edu,+1-314-555-0376,Iran,GreenCard,0,CS,MS Computer Science,2024,Spring,Spring,2024,3.24,https://linkedin.com/in/student376,Atlanta
377,SLU00377,First377,Last377,Male,1985-04-12,student377@slu.edu,+1-314-555-0377,Turkey,Citizen,1,IS,MS Information Systems,2025,Summer,Summer,2025,3.25,https://linkedin.com/in/student377,San Jose
378,SLU00378,First378,Last378,Male,1985-04-11,student378@slu.edu,+1-314-555-0378,Kenya,F1,0,AI,MS Artificial Intelligence,2020,Fall,Fall,2020,3.26,https://linkedin.com/in/student378,Boston
379,SLU00379,First379,Last379,Male,1985-04-10,student379@slu.edu,+1-314-555-0379,Mexico,GreenCard,1,ML,MS Machine Learning,2021,Spring,Spring,2021,3.27,https://linkedin.com/in/student379,Phoenix
380,SLU00380,First380,Last380,Male,1985-04-09,student380@slu.edu,+1-314-555-0380,India,Citizen,0,CYS,MS Cyber Security,2022,Summer,Summer,2022,3.28,https://linkedin.com/in/student380,St. Louis
381,SLU00381,First381,Last381,Male,1985-04-08,student381@slu.edu,+1-314-555-0381,USA,F1,1,BA,MS Business Analytics,2023,Fall,Fall,2023,3.29,https://linkedin.com/in/student381,Chicago
