contact_key,contact_employee_id,employer_key,first_name,last_name,title,email,phone,linkedin_url,department,role_type,is_alumni_flag,alumni_student_key,relationship_start_date,relationship_status,preferred_contact_method,notes,created_at,updated_at,source
203,E203-C203,203,ContactFirst203,ContactLast203,"Director HR",contact203@company203.com,+1-636-555-0203,https://linkedin.com/in/contact203,Operations,HR,1,203,2020-07-22,DoNotContact,Other,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Event
204,E204-C204,204,ContactFirst204,ContactLast204,Recruiter,contact204@company204.com,+1-636-555-0204,https://linkedin.com/in/contact204,HR,Other,0,204,2020-07-23,Active,Email,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Other
205,E205-C205,205,ContactFirst205,ContactLast205,"Sr Recruiter",contact205@company205.com,+1-636-555-0205,https://linkedin.com/in/contact205,TA,Recruiter,1,205,2020-07-24,Dormant,Phone,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",CareerFair
206,E206-C206,206,ContactFirst206,ContactLast206,"Talent Partner",contact206@company206.com,+1-636-555-0206,https://linkedin.com/in/contact206,Engineering,HiringManager,0,206,2020-07-25,DoNotContact,LinkedIn,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Referral
207,E207-C207,207,ContactFirst207,ContactLast207,"Engineering Manager",contact207@company207.com,+1-636-555-0207,https://linkedin.com/in/contact207,Data,Alumni,1,207,2020-07-26,Active,Other,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Cold
208,E208-C208,208,ContactFirst208,ContactLast208,"Data Manager",contact208@company208.com,+1-636-555-0208,https://linkedin.com/in/contact208,IT,HR,0,208,2020-07-27,Dormant,Email,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Event
209,E209-C209,209,ContactFirst209,ContactLast209,"Director HR",contact209@company209.com,+1-636-555-0209,https://linkedin.com/in/contact209,Operations,Other,1,209,2020-07-28,DoNotContact,Phone,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Other
210,E210-C210,210,ContactFirst210,ContactLast210,Recruiter,contact210@company210.com,+1-636-555-0210,https://linkedin.com/in/contact210,HR,Recruiter,0,210,2020-07-29,Active,LinkedIn,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",CareerFair
211,E211-C211,211,ContactFirst211,ContactLast211,"Sr Recruiter",contact211@company211.com,+1-636-555-0211,https://linkedin.com/in/contact211,TA,HiringManager,1,211,2020-07-30,Dormant,Other,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Referral
212,E212-C212,212,ContactFirst212,ContactLast212,"Talent Partner",contact212@company212.com,+1-636-555-0212,https://linkedin.com/in/contact212,Engineering,Alumni,0,212,2020-07-31,DoNotContact,Email,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Cold
213,E213-C213,213,ContactFirst213,ContactLast213,"Engineering Manager",contact213@company213.com,+1-636-555-0213,https://linkedin.com/in/contact213,Data,HR,1,213,2020-08-01,Active,Phone,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Event
214,E214-C214,214,ContactFirst214,ContactLast214,"Data Manager",contact214@company214.com,+1-636-555-0214,https://linkedin.com/in/contact214,IT,Other,0,214,2020-08-02,Dormant,LinkedIn,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Other
215,E215-C215,215,ContactFirst215,ContactLast215,"Director HR",contact215@company215.com,+1-636-555-0215,https://linkedin.com/in/contact215,Operations,Recruiter,1,215,2020-08-03,DoNotContact,Other,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",CareerFair
216,E216-C216,216,ContactFirst216,ContactLast216,Recruiter,contact216@company216.com,+1-636-555-0216,https://linkedin.com/in/contact216,HR,HiringManager,0,216,2020-08-04,Active,Email,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Referral
217,E217-C217,217,ContactFirst217,ContactLast217,"Sr Recruiter",contact217@company217.com,+1-636-555-0217,https://linkedin.com/in/contact217,TA,Alumni,1,217,2020-08-05,Dormant,Phone,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Cold
218,E218-C218,218,ContactFirst218,ContactLast218,"Talent Partner",contact218@company218.com,+1-636-555-0218,https://linkedin.com/in/contact218,Engineering,HR,0,218,2020-08-06,DoNotContact,LinkedIn,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Event
219,E219-C219,219,ContactFirst219,ContactLast219,"Engineering Manager",contact219@company219.com,+1-636-555-0219,https://linkedin.com/in/contact219,Data,Other,1,219,2020-08-07,Active,Other,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Other
220,E220-C220,220,ContactFirst220,ContactLast220,"Data Manager",contact220@company220.com,+1-636-555-0220,https://linkedin.com/in/contact220,IT,Recruiter,0,220,2020-08-08,Dormant,Email,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",CareerFair
221,E221-C221,221,ContactFirst221,ContactLast221,"Director HR",contact221@company221.com,+1-636-555-0221,https://linkedin.com/in/contact221,Operations,HiringManager,1,221,2020-08-09,DoNotContact,Phone,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Referral
222,E222-C222,222,ContactFirst222,ContactLast222,Recruiter,contact222@company222.com,+1-636-555-0222,https://linkedin.com/in/contact222,HR,Alumni,0,222,2020-08-10,Active,LinkedIn,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Cold
223,E223-C223,223,ContactFirst223,ContactLast223,"Sr Recruiter",contact223@company223.com,+1-636-555-0223,https://linkedin.com/in/contact223,TA,HR,1,223,2020-08-11,Dormant,Other,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Event
224,E224-C224,224,ContactFirst224,ContactLast224,"Talent Partner",contact224@company224.com,+1-636-555-0224,https://linkedin.com/in/contact224,Engineering,Other,0,224,2020-08-12,DoNotContact,Email,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Other
225,E225-C225,225,ContactFirst225,ContactLast225,"Engineering Manager",contact225@company225.com,+1-636-555-0225,https://linkedin.com/in/contact225,Data,Recruiter,1,225,2020-08-13,Active,Phone,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",CareerFair
226,E226-C226,226,ContactFirst226,ContactLast226,"Data Manager",contact226@company226.com,+1-636-555-0226,https://linkedin.com/in/contact226,IT,HiringManager,0,226,2020-08-14,Dormant,LinkedIn,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Referral
227,E227-C227,227,ContactFirst227,ContactLast227,"Director HR",contact227@company227.com,+1-636-555-0227,https://linkedin.com/in/contact227,Operations,Alumni,1,227,2020-08-15,DoNotContact,Other,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Cold
228,E228-C228,228,ContactFirst228,ContactLast228,Recruiter,contact228@company228.com,+1-636-555-0228,https://linkedin.com/in/contact228,HR,HR,0,228,2020-08-16,Active,Email,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Event
229,E229-C229,229,ContactFirst229,ContactLast229,"Sr Recruiter",contact229@company229.com,+1-636-555-0229,https://linkedin.com/in/contact229,TA,Other,1,229,2020-08-17,Dormant,Phone,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Other
230,E230-C230,230,ContactFirst230,ContactLast230,"Talent Partner",contact230@company230.com,+1-636-555-0230,https://linkedin.com/in/contact230,Engineering,Recruiter,0,230,2020-08-18,DoNotContact,LinkedIn,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",CareerFair
231,E231-C231,231,ContactFirst231,ContactLast231,"Engineering Manager",contact231@company231.com,+1-636-555-0231,https://linkedin.com/in/contact231,Data,HiringManager,1,231,2020-08-19,Active,Other,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Referral
232,E232-C232,232,ContactFirst232,ContactLast232,"Data Manager",contact232@company232.com,+1-636-555-0232,https://linkedin.com/in/contact232,IT,Alumni,0,232,2020-08-20,Dormant,Email,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Cold
233,E233-C233,233,ContactFirst233,ContactLast233,"Director HR",contact233@company233.com,+1-636-555-0233,https://linkedin.com/in/contact233,Operations,HR,1,233,2020-08-21,DoNotContact,Phone,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Event
234,E234-C234,234,ContactFirst234,ContactLast234,Recruiter,contact234@company234.com,+1-636-555-0234,https://linkedin.com/in/contact234,HR,Other,0,234,2020-08-22,Active,LinkedIn,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Other
235,E235-C235,235,ContactFirst235,ContactLast235,"Sr Recruiter",contact235@company235.com,+1-636-555-0235,https://linkedin.com/in/contact235,TA,Recruiter,1,235,2020-08-23,Dormant,Other,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",CareerFair
236,E236-C236,236,ContactFirst236,ContactLast236,"Talent Partner",contact236@company236.com,+1-636-555-0236,https://linkedin.com/in/contact236,Engineering,HiringManager,0,236,2020-08-24,DoNotContact,Email,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Referral
237,E237-C237,237,ContactFirst237,ContactLast237,"Engineering Manager",contact237@company237.com,+1-636-555-0237,https://linkedin.com/in/contact237,Data,Alumni,1,237,2020-08-25,Active,Phone,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Cold
238,E238-C238,238,ContactFirst238,ContactLast238,"Data Manager",contact238@company238.com,+1-636-555-0238,https://linkedin.com/in/contact238,IT,HR,0,238,2020-08-26,Dormant,LinkedIn,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Event
239,E239-C239,239,ContactFirst239,ContactLast239,"Director HR",contact239@company239.com,+1-636-555-0239,https://linkedin.com/in/contact239,Operations,Other,1,239,2020-08-27,DoNotContact,Other,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Other
240,E240-C240,240,ContactFirst240,ContactLast240,Recruiter,contact240@company240.com,+1-636-555-0240,https://linkedin.com/in/contact240,HR,Recruiter,0,240,2020-08-28,Active,Email,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",CareerFair
241,E241-C241,241,ContactFirst241,ContactLast241,"Sr Recruiter",contact241@company241.com,+1-636-555-0241,https://linkedin.com/in/contact241,TA,HiringManager,1,241,2020-08-29,Dormant,Phone,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Referral
242,E242-C242,242,ContactFirst242,ContactLast242,"Talent Partner",contact242@company242.com,+1-636-555-0242,https://linkedin.com/in/contact242,Engineering,Alumni,0,242,2020-08-30,DoNotContact,LinkedIn,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Cold
243,E243-C243,243,ContactFirst243,ContactLast243,"Engineering Manager",contact243@company243.com,+1-636-555-0243,https://linkedin.com/in/contact243,Data,HR,1,243,2020-08-31,Active,Other,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Event
244,E244-C244,244,ContactFirst244,ContactLast244,"Data Manager",contact244@company244.com,+1-636-555-0244,https://linkedin.com/in/contact244,IT,Other,0,244,2020-09-01,Dormant,Email,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Other
245,E245-C245,245,ContactFirst245,ContactLast245,"Director HR",contact245@company245.com,+1-636-555-0245,https://linkedin.com/in/contact245,Operations,Recruiter,1,245,2020-09-02,DoNotContact,Phone,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",CareerFair
246,E246-C246,246,ContactFirst246,ContactLast246,Recruiter,contact246@company246.com,+1-636-555-0246,https://linkedin.com/in/contact246,HR,HiringManager,0,246,2020-09-03,Active,LinkedIn,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Referral
247,E247-C247,247,ContactFirst247,ContactLast247,"Sr Recruiter",contact247@company247.com,+1-636-555-0247,https://linkedin.com/in/contact247,TA,Alumni,1,247,2020-09-04,Dormant,Other,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Cold
248,E248-C248,248,ContactFirst248,ContactLast248,"Talent Partner",contact248@company248.com,+1-636-555-0248,https://linkedin.com/in/contact248,Engineering,HR,0,248,2020-09-05,DoNotContact,Email,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Event
249,E249-C249,249,ContactFirst249,ContactLast249,"Engineering Manager",contact249@company249.com,+1-636-555-0249,https://linkedin.com/in/contact249,Data,Other,1,249,2020-09-06,Active,Phone,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Other
250,E250-C250,250,ContactFirst250,ContactLast250,"Data Manager",contact250@company250.com,+1-636-555-0250,https://linkedin.com/in/contact250,IT,Recruiter,0,250,2020-09-07,Dormant,LinkedIn,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",CareerFair
251,E251-C251,251,ContactFirst251,ContactLast251,"Director HR",contact251@company251.com,+1-636-555-0251,https://linkedin.com/in/contact251,Operations,HiringManager,1,251,2020-09-08,DoNotContact,Other,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Referral
252,E252-C252,252,ContactFirst252,ContactLast252,Recruiter,contact252@company252.com,+1-636-555-0252,https://linkedin.com/in/contact252,HR,Alumni,0,252,2020-09-09,Active,Email,"No notes","2025-11-07 07:53:57","2025-11-07 07:53:57",Cold
253,E253-C253,253,ContactFirst253,ContactLast253,"Sr Recruiter",contact253@company253.com,+1-636-555-0253,https://linkedin.com/in/contact253,TA,HR,1,253,2020-09-10,Dormant,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
254,E254-C254,254,ContactFirst254,ContactLast254,"Talent Partner",contact254@company254.com,+1-636-555-0254,https://linkedin.com/in/contact254,Engineering,Other,0,254,2020-09-11,DoNotContact,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
255,E255-C255,255,ContactFirst255,ContactLast255,"Engineering Manager",contact255@company255.com,+1-636-555-0255,https://linkedin.com/in/contact255,Data,Recruiter,1,255,2020-09-12,Active,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
256,E256-C256,256,ContactFirst256,ContactLast256,"Data Manager",contact256@company256.com,+1-636-555-0256,https://linkedin.com/in/contact256,IT,HiringManager,0,256,2020-09-13,Dormant,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
257,E257-C257,257,ContactFirst257,ContactLast257,"Director HR",contact257@company257.com,+1-636-555-0257,https://linkedin.com/in/contact257,Operations,Alumni,1,257,2020-09-14,DoNotContact,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
258,E258-C258,258,ContactFirst258,ContactLast258,Recruiter,contact258@company258.com,+1-636-555-0258,https://linkedin.com/in/contact258,HR,HR,0,258,2020-09-15,Active,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
259,E259-C259,259,ContactFirst259,ContactLast259,"Sr Recruiter",contact259@company259.com,+1-636-555-0259,https://linkedin.com/in/contact259,TA,Other,1,259,2020-09-16,Dormant,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
260,E260-C260,260,ContactFirst260,ContactLast260,"Talent Partner",contact260@company260.com,+1-636-555-0260,https://linkedin.com/in/contact260,Engineering,Recruiter,0,260,2020-09-17,DoNotContact,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
261,E261-C261,261,ContactFirst261,ContactLast261,"Engineering Manager",contact261@company261.com,+1-636-555-0261,https://linkedin.com/in/contact261,Data,HiringManager,1,261,2020-09-18,Active,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
262,E262-C262,262,ContactFirst262,ContactLast262,"Data Manager",contact262@company262.com,+1-636-555-0262,https://linkedin.com/in/contact262,IT,Alumni,0,262,2020-09-19,Dormant,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
263,E263-C263,263,ContactFirst263,ContactLast263,"Director HR",contact263@company263.com,+1-636-555-0263,https://linkedin.com/in/contact263,Operations,HR,1,263,2020-09-20,DoNotContact,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
264,E264-C264,264,ContactFirst264,ContactLast264,Recruiter,contact264@company264.com,+1-636-555-0264,https://linkedin.com/in/contact264,HR,Other,0,264,2020-09-21,Active,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
265,E265-C265,265,ContactFirst265,ContactLast265,"Sr Recruiter",contact265@company265.com,+1-636-555-0265,https://linkedin.com/in/contact265,TA,Recruiter,1,265,2020-09-22,Dormant,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
266,E266-C266,266,ContactFirst266,ContactLast266,"Talent Partner",contact266@company266.com,+1-636-555-0266,https://linkedin.com/in/contact266,Engineering,HiringManager,0,266,2020-09-23,DoNotContact,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
267,E267-C267,267,ContactFirst267,ContactLast267,"Engineering Manager",contact267@company267.com,+1-636-555-0267,https://linkedin.com/in/contact267,Data,Alumni,1,267,2020-09-24,Active,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
268,E268-C268,268,ContactFirst268,ContactLast268,"Data Manager",contact268@company268.com,+1-636-555-0268,https://linkedin.com/in/contact268,IT,HR,0,268,2020-09-25,Dormant,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
269,E269-C269,269,ContactFirst269,ContactLast269,"Director HR",contact269@company269.com,+1-636-555-0269,https://linkedin.com/in/contact269,Operations,Other,1,269,2020-09-26,DoNotContact,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
270,E270-C270,270,ContactFirst270,ContactLast270,Recruiter,contact270@company270.com,+1-636-555-0270,https://linkedin.com/in/contact270,HR,Recruiter,0,270,2020-09-27,Active,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
271,E271-C271,271,ContactFirst271,ContactLast271,"Sr Recruiter",contact271@company271.com,+1-636-555-0271,https://linkedin.com/in/contact271,TA,HiringManager,1,271,2020-09-28,Dormant,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
272,E272-C272,272,ContactFirst272,ContactLast272,"Talent Partner",contact272@company272.com,+1-636-555-0272,https://linkedin.com/in/contact272,Engineering,Alumni,0,272,2020-09-29,DoNotContact,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
273,E273-C273,273,ContactFirst273,ContactLast273,"Engineering Manager",contact273@company273.com,+1-636-555-0273,https://linkedin.com/in/contact273,Data,HR,1,273,2020-09-30,Active,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
274,E274-C274,274,ContactFirst274,ContactLast274,"Data Manager",contact274@company274.com,+1-636-555-0274,https://linkedin.com/in/contact274,IT,Other,0,274,2020-10-01,Dormant,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
275,E275-C275,275,ContactFirst275,ContactLast275,"Director HR",contact275@company275.com,+1-636-555-0275,https://linkedin.com/in/contact275,Operations,Recruiter,1,275,2020-10-02,DoNotContact,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
276,E276-C276,276,ContactFirst276,ContactLast276,Recruiter,contact276@company276.com,+1-636-555-0276,https://linkedin.com/in/contact276,HR,HiringManager,0,276,2020-10-03,Active,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
277,E277-C277,277,ContactFirst277,ContactLast277,"Sr Recruiter",contact277@company277.com,+1-636-555-0277,https://linkedin.com/in/contact277,TA,Alumni,1,277,2020-10-04,Dormant,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
278,E278-C278,278,ContactFirst278,ContactLast278,"Talent Partner",contact278@company278.com,+1-636-555-0278,https://linkedin.com/in/contact278,Engineering,HR,0,278,2020-10-05,DoNotContact,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
279,E279-C279,279,ContactFirst279,ContactLast279,"Engineering Manager",contact279@company279.com,+1-636-555-0279,https://linkedin.com/in/contact279,Data,Other,1,279,2020-10-06,Active,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
280,E280-C280,280,ContactFirst280,ContactLast280,"Data Manager",contact280@company280.com,+1-636-555-0280,https://linkedin.com/in/contact280,IT,Recruiter,0,280,2020-10-07,Dormant,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
281,E281-C281,281,ContactFirst281,ContactLast281,"Director HR",contact281@company281.com,+1-636-555-0281,https://linkedin.com/in/contact281,Operations,HiringManager,1,281,2020-10-08,DoNotContact,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
282,E282-C282,282,ContactFirst282,ContactLast282,Recruiter,contact282@company282.com,+1-636-555-0282,https://linkedin.com/in/contact282,HR,Alumni,0,282,2020-10-09,Active,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
283,E283-C283,283,ContactFirst283,ContactLast283,"Sr Recruiter",contact283@company283.com,+1-636-555-0283,https://linkedin.com/in/contact283,TA,HR,1,283,2020-10-10,Dormant,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
284,E284-C284,284,ContactFirst284,ContactLast284,"Talent Partner",contact284@company284.com,+1-636-555-0284,https://linkedin.com/in/contact284,Engineering,Other,0,284,2020-10-11,DoNotContact,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
285,E285-C285,285,ContactFirst285,ContactLast285,"Engineering Manager",contact285@company285.com,+1-636-555-0285,https://linkedin.com/in/contact285,Data,Recruiter,1,285,2020-10-12,Active,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
286,E286-C286,286,ContactFirst286,ContactLast286,"Data Manager",contact286@company286.com,+1-636-555-0286,https://linkedin.com/in/contact286,IT,HiringManager,0,286,2020-10-13,Dormant,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
287,E287-C287,287,ContactFirst287,ContactLast287,"Director HR",contact287@company287.com,+1-636-555-0287,https://linkedin.com/in/contact287,Operations,Alumni,1,287,2020-10-14,DoNotContact,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
288,E288-C288,288,ContactFirst288,ContactLast288,Recruiter,contact288@company288.com,+1-636-555-0288,https://linkedin.com/in/contact288,HR,HR,0,288,2020-10-15,Active,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
289,E289-C289,289,ContactFirst289,ContactLast289,"Sr Recruiter",contact289@company289.com,+1-636-555-0289,https://linkedin.com/in/contact289,TA,Other,1,289,2020-10-16,Dormant,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
290,E290-C290,290,ContactFirst290,ContactLast290,"Talent Partner",contact290@company290.com,+1-636-555-0290,https://linkedin.com/in/contact290,Engineering,Recruiter,0,290,2020-10-17,DoNotContact,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
291,E291-C291,291,ContactFirst291,ContactLast291,"Engineering Manager",contact291@company291.com,+1-636-555-0291,https://linkedin.com/in/contact291,Data,HiringManager,1,291,2020-10-18,Active,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
292,E292-C292,292,ContactFirst292,ContactLast292,"Data Manager",contact292@company292.com,+1-636-555-0292,https://linkedin.com/in/contact292,IT,Alumni,0,292,2020-10-19,Dormant,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
293,E293-C293,293,ContactFirst293,ContactLast293,"Director HR",contact293@company293.com,+1-636-555-0293,https://linkedin.com/in/contact293,Operations,HR,1,293,2020-10-20,DoNotContact,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
294,E294-C294,294,ContactFirst294,ContactLast294,Recruiter,contact294@company294.com,+1-636-555-0294,https://linkedin.com/in/contact294,HR,Other,0,294,2020-10-21,Active,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
295,E295-C295,295,ContactFirst295,ContactLast295,"Sr Recruiter",contact295@company295.com,+1-636-555-0295,https://linkedin.com/in/contact295,TA,Recruiter,1,295,2020-10-22,Dormant,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
296,E296-C296,296,ContactFirst296,ContactLast296,"Talent Partner",contact296@company296.com,+1-636-555-0296,https://linkedin.com/in/contact296,Engineering,HiringManager,0,296,2020-10-23,DoNotContact,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
297,E297-C297,297,ContactFirst297,ContactLast297,"Engineering Manager",contact297@company297.com,+1-636-555-0297,https://linkedin.com/in/contact297,Data,Alumni,1,297,2020-10-24,Active,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
298,E298-C298,298,ContactFirst298,ContactLast298,"Data Manager",contact298@company298.com,+1-636-555-0298,https://linkedin.com/in/contact298,IT,HR,0,298,2020-10-25,Dormant,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
299,E299-C299,299,ContactFirst299,ContactLast299,"Director HR",contact299@company299.com,+1-636-555-0299,https://linkedin.com/in/contact299,Operations,Other,1,299,2020-10-26,DoNotContact,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
300,E300-C300,300,ContactFirst300,ContactLast300,Recruiter,contact300@company300.com,+1-636-555-0300,https://linkedin.com/in/contact300,HR,Recruiter,0,300,2020-10-27,Active,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
301,E301-C301,301,ContactFirst301,ContactLast301,"Sr Recruiter",contact301@company301.com,+1-636-555-0301,https://linkedin.com/in/contact301,TA,HiringManager,1,301,2020-10-28,Dormant,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
302,E302-C302,302,ContactFirst302,ContactLast302,"Talent Partner",contact302@company302.com,+1-636-555-0302,https://linkedin.com/in/contact302,Engineering,Alumni,0,302,2020-10-29,DoNotContact,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
303,E303-C303,303,ContactFirst303,ContactLast303,"Engineering Manager",contact303@company303.com,+1-636-555-0303,https://linkedin.com/in/contact303,Data,HR,1,303,2020-10-30,Active,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
304,E304-C304,304,ContactFirst304,ContactLast304,"Data Manager",contact304@company304.com,+1-636-555-0304,https://linkedin.com/in/contact304,IT,Other,0,304,2020-10-31,Dormant,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
305,E305-C305,305,ContactFirst305,ContactLast305,"Director HR",contact305@company305.com,+1-636-555-0305,https://linkedin.com/in/contact305,Operations,Recruiter,1,305,2020-11-01,DoNotContact,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
306,E306-C306,306,ContactFirst306,ContactLast306,Recruiter,contact306@company306.com,+1-636-555-0306,https://linkedin.com/in/contact306,HR,HiringManager,0,306,2020-11-02,Active,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
307,E307-C307,307,ContactFirst307,ContactLast307,"Sr Recruiter",contact307@company307.com,+1-636-555-0307,https://linkedin.com/in/contact307,TA,Alumni,1,307,2020-11-03,Dormant,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
308,E308-C308,308,ContactFirst308,ContactLast308,"Talent Partner",contact308@company308.com,+1-636-555-0308,https://linkedin.com/in/contact308,Engineering,HR,0,308,2020-11-04,DoNotContact,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
